"zona","nomeZona","domicilios","familias","populacao","matriEscolar","empregos","autoParticular","viagProduz","viagAtraid","areaZona","popMasc","popFem","popTotal","popIdd_0.3","popIdd_4.6","popIdd_7.10","popIdd_11.14","popIdd_15.17","popIdd_18.22","popIdd_23.29","popIdd_30.39","popIdd_40.49","popIdd_50.59","popIdd_60.mais","renTotalZona","renMedFam","renPerCap","renMedianFam","rendF1","rendF2","rendF3","rendF4","rendF5","rendTotal","res_assCom","res_assSem","res_funPublico","res_autonomo","res_empregador","res_profLiberal","res_negFamiliar","res_trabFamiliar","res_total","emp_agro","emp_constCivil","emp_indus","emp_comercio","emp_transCarg","emp_transPass","emp_financeiro","emp_servPessoais","emp_alimenta","emp_saude","emp_educa","emp_especializ","emp_admPubli","emp_outros","emp_total","emp_foraRes","emp_dentrRes","emp_semEnd","emp_total.1","vp_metro","vp_trem","vp_bus","vp_fretado","vp_escolar","vp_dirigindoAuto","vp_passAuto","vp_taxiCom","vp_taxiNCom","vp_dirigindoMoto","vp_passMoto","vp_bike","vp_pe","vp_outros","vp_total","vt_coletivo","vt_individual","vt_motorizado","vt_naoMotorizado","vt_total","mo_traIndus","mo_trabCome","mo_trabServ","mo_educacao","mo_compras","mo_saude","mo_lazer","mo_procEmp","mo_assunPesso","mo_refeicao","mo_total","tmv_coletivo","tmv_individual","tmv_pe","tmv_bike","vtra_metro","vtra_trem","vtra_bus","vtra_fretado","vtra_escolar","vtra_dirigAuto","vtra_passAuto","vtra_taxiCon","vtra_taxiNCon","vtra_dirigMoto","vtra_passMoto","vtra_bike","vtra_pe","vtra_outros","vtra_total","vtra_coletivo","vtra_individual","vtra_motorizado","vtra_naoMotorizado","vtra_total.1","vtra_trabIndus","vtra_trabCome","vtra_trabServ","vtra_educacao","vtra_compras","vtra_saude","vtra_lazer","vtra_procEmpr","vtra_assunPesso","vtra_refeicao","vtra_total.2","tmv_somaTotalModal","tmv_mediaTotalModal","tax_rendF1","tax_rendF2","tax_rendF3","tax_rendF4","tax_rendF5","tax_vp_coletivoPub","tax_vp_coletivoPri","tax_vp_taxiCom","tax_vp_taxiNCom","tax_vp_auto","tax_vp_moto","tax_vp_pe","tax_vp_bike","tax_crianças","tax_adolecentes","tax_jovens","tax_adultos","tax_idosos","tax_popArea","tax_genFem","tax_genMas"
318,"Fazenda Morumbi",7597,7597,22908,2224,13046,5237,47831,48146,321,9471,13437,22908,1571,727,549,1302,735,1888,1916,3838,2610,3297,4473,38493236,5067,1680,4949,91,9296,10480,1437,1603,22908,1322,111,81,332,261,283,88,7,2485,7,0,787,455,0,120,339,12,0,1900,221,319,0,3558,7718,11425,810,812,13046,2635,2485,12817,0,1418,11157,2698,60,229,2704,125,0,10978,527,47831,19354,17499,36854,10978,47831,780,5831,25657,9549,2190,1393,1448,0,617,367,47831,68,29,9,0,2635,2827,12434,0,1418,11478,2361,24,361,2704,125,0,11252,527,48146,19314,17580,36894,11252,48146,784,6066,25636,9351,2279,1393,1783,0,487,367,48146,106,26.5,0.397241138466911,40.5797101449275,45.7482102322333,6.27291775798848,6.9975554391479,37.5007840103698,37.5007840103698,0.125441659175012,0.478768999184629,28.9665697978299,5.90203006418432,22.951642240388,0,12.4279727606076,8.89209009952855,16.6055526453641,42.5397241138467,19.5259298061812,7136.44859813084,58.6563645887899,41.3436354112101
319,"Real Parque",3036,3036,9015,5351,20404,3690,39853,40061,223,4915,4100,9015,592,253,368,421,401,639,746,1202,1720,997,1676,28990363,9549,3216,6143,625,2000,2391,624,3375,9015,7682,876,376,1481,182,765,630,91,12084,0,295,0,4134,35,231,91,516,924,344,276,621,0,5578,13046,19176,682,545,20404,1829,1379,10930,1644,2303,12116,3158,182,133,990,0,158,5031,0,39853,18085,16580,34665,5188,39853,1340,1488,19659,9847,821,2008,2004,507,1565,614,39853,83,38,13,18,1669,0,11115,2877,2327,12133,2968,182,292,990,0,158,5349,0,40061,17988,16566,34554,5507,40061,1357,1527,21377,9849,693,1914,1965,507,370,503,40061,152,38,6.93288962839712,22.1852468108708,26.522462562396,6.92179700499168,37.4376039933444,35.4753719920709,35.4753719920709,0.456678292725767,0.333726444684214,38.325847489524,7.92412114520864,12.6238928060623,0.396456979399292,13.4553521907931,9.11813643926789,15.363283416528,43.4719911259013,18.5912368275097,4042.60089686099,45.4797559622851,54.5202440377149
320,"Paraisópolis",24784,24784,73861,12444,12102,7876,100266,99948,362,33624,40237,73861,4253,2209,5716,3358,3170,6832,8675,15831,10921,6673,6221,84015796,3390,1137,1976,31594,31893,5446,1222,3706,73861,2812,164,88,940,553,456,150,0,5163,0,792,0,720,0,150,15,1100,377,6792,1065,1260,2421,5711,20404,5783,3163,3157,12102,2228,0,27506,0,3753,9965,2953,220,630,1295,276,181,50985,274,100266,33487,15613,49100,51166,100266,3662,8029,28260,43235,2378,4561,5173,1303,3665,0,100266,63,32,18,20,2831,0,29315,0,3714,9717,3403,238,630,1295,276,181,48073,274,99948,35860,15833,51693,48255,99948,3841,8065,27990,43030,2378,4538,4988,1303,3815,0,99948,133,33.25,42.7749421210111,43.179756569773,7.37330932427127,1.65445905146153,5.01753293348316,29.6551173877486,29.6551173877486,0.219416352502344,0.628328645802166,12.8837292801149,3.22043364650031,50.8497396924182,0.180519817286019,16.4877269465618,8.83822314888778,20.9948416620409,45.2539229092485,8.4225775443062,20403.591160221,54.4766520897361,45.5233479102639
321,"Jardim Vitória Régia",15862,15862,42795,8125,23345,24226,100031,99828,370,20442,22353,42795,2670,988,2520,2824,1113,3975,5733,6336,5897,6045,4694,177604346,11197,4150,10541,2462,2977,7776,7932,21649,42795,21243,5329,353,5657,652,1590,353,110,35287,0,1540,377,1504,474,242,0,461,1037,730,741,1149,0,3846,12102,18891,1606,2848,23345,4785,137,19549,0,4446,32132,7848,604,2189,2165,210,643,25324,0,100031,28916,45148,74064,25967,100031,3692,7101,34299,34620,5095,2593,6875,222,3260,2277,100031,57,26,13,30,5792,134,17261,0,4236,32806,9650,698,1308,2165,210,643,24924,0,99828,27422,46838,74260,25568,99828,3283,6483,39069,31300,5374,2440,5700,222,3514,2444,99828,126,31.5,5.75300852903377,6.95642014254002,18.1703470031546,18.5348755695759,50.5876854772754,24.4634163409343,24.4634163409343,0.603812818026412,2.18832162029771,39.9676100408873,8.05550279413382,25.3161519928822,0.64280073177315,14.4362659189158,9.19967285897885,22.6848930949877,42.7105970323636,10.9685710947541,11566.2162162162,52.2327374693305,47.7672625306695
322,"Vila Suzana",14938,14938,39440,8490,20775,17032,83449,82279,301,16949,22491,39440,2555,916,2921,1905,1133,5095,3745,8393,6250,2435,4093,92458026,6189,2344,5514,1698,9596,15217,9417,3512,39440,11826,587,511,4480,1610,2408,1933,0,23355,0,666,452,4185,0,402,1057,850,1985,1062,409,3982,357,7938,23345,17251,2206,1318,20775,4437,95,16865,0,7835,27085,6877,424,1303,1777,0,845,15632,274,83449,29232,37740,66973,16477,83449,5364,14554,23486,26498,2649,2060,5400,282,1936,1221,83449,53,22,17,44,3405,472,14955,0,8011,26089,6828,424,1857,1777,0,269,18194,0,82279,26842,36974,63816,18463,82279,4522,14550,22239,25939,3118,2033,6558,282,1799,1241,82279,136,34,4.3052738336714,24.3306288032454,38.5826572008114,23.8767748478702,8.90466531440162,25.6408105549497,25.6408105549497,0.50809476446692,1.56143273136886,40.6979112991168,8.24096154537502,18.7323994295917,1.01259451880789,16.2068965517241,7.70283975659229,22.4137931034483,43.3012170385396,10.3777890466531,13102.9900332226,57.0258620689655,42.9741379310345
323,"Parque Arariba",21065,21612,62710,12215,10988,14417,96394,96128,347,33090,29620,62710,3280,2799,3225,3959,4013,4538,6644,10816,7090,7953,8394,85735953,3967,1367,3124,5658,29589,24032,2892,539,62710,9692,1392,826,1861,1823,1569,2441,68,19671,0,2329,585,7137,0,0,939,12,886,276,863,2033,0,5714,20775,3456,2514,5019,10988,11813,825,17323,0,12973,12771,8574,0,0,1573,0,0,30004,539,96394,42932,23457,66390,30004,96394,4529,3577,26569,39551,4661,2659,4505,95,10248,0,96394,54,22,11,0,10729,825,17916,0,12896,12799,9158,0,0,1573,0,0,29694,539,96128,42365,24069,66434,29694,96128,4529,3347,25771,40578,4694,2073,3966,95,11075,0,96128,87,21.75,9.02248445224047,47.1838622229309,38.3224366129804,4.61170467230107,0.859512039547122,31.0818100711663,31.0818100711663,0,0,22.1434944083657,8.89474448617134,31.1264186567629,0,14.8365491947058,12.7124860468825,17.8312868760963,41.2358475522245,13.3854249720938,18072.0461095101,47.2332961250199,52.7667038749801
324,"Jardim Mitsutani",23063,23063,71351,17783,22540,8929,97554,97998,349,27021,44330,71351,5245,2086,3585,4173,1919,4789,10581,11220,6831,10557,10364,59549142,2582,835,2086,22443,35757,13151,0,0,71351,15651,591,475,9636,0,1137,1902,932,30325,0,1220,546,9,0,182,1540,1054,1301,0,242,843,0,4051,10988,13559,6507,2474,22540,1700,0,36131,462,12502,9639,3308,0,1147,3679,0,0,28986,0,97554,50795,17773,68568,28986,97554,4309,7424,33362,36977,3581,4929,1829,0,5066,77,97554,50,30,17,0,1980,0,36805,462,12502,10029,3308,0,527,3679,0,0,28706,0,97998,51749,17543,69292,28706,97998,4622,7404,33771,36706,3636,4929,1788,0,5066,77,97998,97,24.25,31.4543594343457,50.1142240473154,18.4314165183389,0,0,38.7795477376632,38.7795477376632,0,1.17575906677327,13.2716239211104,3.39094245238535,29.7127744633741,0,15.2990147299968,8.53807234656837,21.5413939538339,40.0947428907794,14.5253745567687,20444.4126074499,62.1294726072515,37.8705273927485
325,"Pirajussara",13085,13514,40057,17381,11289,7520,87923,88567,270,18328,21729,40057,2901,2336,1355,1880,553,5119,4034,6525,4566,5557,5231,49097341,3633,1226,3213,5007,20270,13406,1373,0,40057,13314,724,0,17149,0,0,1131,557,32875,0,2890,62,4286,0,1219,0,3419,2288,1168,2770,682,361,3396,22540,7998,1016,2275,11289,2210,0,19573,364,3796,14039,14297,0,0,1333,694,488,31130,0,87923,25943,30362,56305,31618,87923,1384,10293,20437,44132,1497,2622,1895,0,5663,0,87923,52,18,9,40,2556,0,17702,0,4107,14780,15445,364,0,1333,694,488,31100,0,88567,24364,32615,56979,31588,88567,1384,9167,19798,43447,2164,2001,3437,0,7170,0,88567,119,29.75,12.4996879446788,50.6028908804953,33.4673090845545,3.42761564770202,0,24.7750872922898,24.7750872922898,0,0,32.2281996747154,17.0501461506091,35.4059802327036,0.555031106763873,16.4565494170807,6.07384477120104,22.8499388371571,41.5607758943505,13.0588910802107,14835.9259259259,54.2452005891604,45.7547994108396
326,"Jardim Umarizal",16960,16960,51055,9380,11396,9724,65954,64076,295,22295,28760,51055,3753,626,2611,3807,2008,4044,6318,6225,8710,6730,6222,56473308,3330,1106,2884,11386,18685,18243,2741,0,51055,9919,2429,1041,4575,0,944,227,0,19135,0,227,453,3917,227,361,503,627,668,823,2693,201,0,588,11289,4103,1252,6042,11396,6494,737,18645,419,2870,12046,10158,0,37,1751,0,416,11959,422,65954,29165,24413,53578,12375,65954,5320,4089,20639,25611,603,2232,4304,0,3155,0,65954,64,21,12,40,7093,45,19269,0,3155,12046,7018,0,0,1751,0,416,12862,422,64076,29561,21237,50798,13278,64076,4438,3846,19311,24988,603,1774,3701,0,5415,0,64076,137,34.25,22.301439623935,36.597786700617,35.7320536676134,5.36872000783469,0,39.2334051005246,39.2334051005246,0,0.0560997058555963,33.6658883464233,15.4016435697607,18.1323346574886,0.630742638808867,13.6911174223876,11.3896777984526,20.2957594750759,42.4346293213201,12.1868573107433,17306.7796610169,56.3314073058466,43.6685926941534
327,"Portal do Morumbi",6588,6588,19723,1141,6535,8048,31616,31760,151,8904,10819,19723,557,1176,1304,666,622,1662,1925,2812,3186,2574,3238,58140556,8825,2948,7223,2922,5757,2665,3482,4896,19723,15498,1275,440,6177,450,636,63,0,24539,0,3186,372,633,0,815,0,0,372,370,1172,931,0,3547,11396,4131,1005,1400,6535,736,48,5604,0,1675,9937,4461,142,218,782,67,0,7946,0,31616,8062,15607,23670,7946,31616,2101,834,14148,8370,2298,1267,807,0,1645,145,31616,50,27,16,0,828,48,5475,0,1706,10102,4413,114,223,782,0,0,8068,0,31760,8058,15634,23691,8068,31760,2149,1070,13646,10113,1232,1107,691,0,1680,71,31760,93,23.25,14.815190386858,29.1892714090149,13.5121431830857,17.65451503321,24.8238097652487,20.20495951417,20.20495951417,0.44913967611336,0.689524291497976,45.5402327935223,14.3218623481781,25.1328441295547,0,15.3982659838767,6.53044668660954,18.186888404401,43.4619479795163,16.4173807230137,13061.5894039735,54.8547381230036,45.1452618769964
328,"Jardim Jussara",8183,8183,22657,6690,15235,10664,51627,53169,232,10792,11865,22657,1326,1079,987,863,1439,381,3015,3251,3516,3008,3792,63869759,7805,2819,6143,325,6056,6258,5815,4203,22657,5651,373,318,2115,506,577,488,0,10029,0,523,107,961,0,0,150,0,248,121,151,655,0,3621,6535,12434,1700,1101,15235,2794,657,9051,1007,3712,16269,7461,855,0,1141,0,0,8481,197,51627,17221,25924,43145,8481,51627,1079,2175,21410,16263,1512,909,2279,272,5631,99,51627,68,22,12,0,2955,864,8344,1007,4105,16442,8499,658,219,1141,0,0,8737,197,53169,17275,27157,44432,8737,53169,1674,2938,21543,17102,1689,734,1847,272,4809,562,53169,102,25.5,1.4344352738668,26.7290462108841,27.6206029041797,25.6653572847244,18.5505583263451,24.2160110019951,24.2160110019951,1.65611017490848,0,45.9643209948283,14.4517403684119,16.4274507525132,0,14.9710906121728,10.1602153859734,14.9887452001589,43.1433993909167,16.7365494107781,9765.94827586207,52.3679216136293,47.6320783863707
329,"Vila Sônia",11903,11903,34406,8788,21336,10781,89906,90098,348,18936,15470,34406,2137,996,1363,1965,1435,2285,3622,2818,6609,5238,5939,76470558,6424,2223,5000,2806,10686,10255,4204,6455,34406,6222,585,538,3276,639,718,784,107,12869,0,373,909,2214,288,246,0,772,198,416,1995,2048,411,5363,15235,17039,2009,2288,21336,4456,2429,15542,0,3011,26988,14110,105,1438,3269,773,991,16795,0,89906,25438,46682,72120,17786,89906,4909,6562,26104,24553,7677,2821,4692,50,12015,522,89906,58,25,14,21,4264,2553,15711,0,2941,27038,14129,173,1206,3269,891,991,16932,0,90098,25469,46706,72175,17923,90098,4668,7436,25643,25400,8312,2277,4426,50,11192,692,90098,118,29.5,8.1555542637912,31.0585363018078,29.8058478172412,12.2187990466779,18.7612625704819,24.9449424954953,24.9449424954953,0.116788645919071,1.59944831268213,45.7121882855427,16.5539563544146,18.68062198296,1.10226236291238,13.0674882287973,9.88199732604778,17.1685171191071,42.6233796430855,17.2615241527641,9886.7816091954,44.9630878335174,55.0369121664826
330,"Jardim Maria do Carmo",13529,13529,42282,4377,13889,9585,63434,63833,278,19211,23071,42282,638,2855,3648,799,767,3319,4937,9148,5995,3744,6432,55807653,4125,1320,3391,6817,19619,13175,1919,752,42282,8655,467,330,4764,890,798,911,0,16814,0,1615,1689,5493,801,110,429,873,1572,678,1417,792,0,5869,21336,7850,2804,3235,13889,3730,523,11097,0,4311,20822,7260,102,527,1123,0,0,13938,0,63434,19661,29835,49496,13938,63434,3029,7937,23831,14711,4720,2935,3701,0,2023,547,63434,58,23,14,0,3358,523,12283,0,4311,21247,7199,317,527,1123,0,0,12945,0,63833,20474,30413,50888,12945,63833,3712,8373,24695,12983,4769,3408,3357,0,2346,191,63833,95,23.75,16.122699966889,46.4003594910364,31.1598316068303,4.53857433423206,1.77853460101225,24.1983794179777,24.1983794179777,0.16079704890122,0.830784752656304,44.2696345808242,11.4449664217927,21.972443799855,0,16.8889834917932,3.7037037037037,19.5260394494111,44.6691263421787,15.2121470129133,15209.3525179856,54.5645901329171,45.4354098670829
331,"Jardim Cambará",13529,13529,42177,7814,13167,8961,70202,70125,480,17197,24980,42177,1870,2020,1928,3283,1455,2623,5786,7432,5799,4331,5650,61667315,4558,1462,3213,1519,27746,9131,1988,1793,42177,14229,384,995,4701,493,824,2297,145,24068,0,1367,751,4059,0,571,15,0,0,80,1322,1534,505,3685,13889,9495,893,2779,13167,3347,0,15530,96,8926,14126,7143,0,317,2195,503,617,17401,0,70202,27900,24284,52184,18018,70202,4198,5587,23037,23739,9366,2029,317,503,1399,27,70202,48,20,12,15,3347,132,15171,96,8926,14233,7689,0,317,2195,0,617,17401,0,70125,27672,24435,52107,18018,70125,4506,5180,23731,22726,8888,1915,795,503,1853,27,70125,95,23.75,3.60148896317898,65.7846693695616,21.6492401071674,4.71346942646466,4.25113213362733,26.8895473063445,26.8895473063445,0,0.451554086778154,30.2968576393835,10.8914275946554,24.7870431041851,0.878892339249594,13.794248049885,11.233610735709,19.9374066434313,41.6388078810726,13.3959266899021,8786.875,59.2265926926998,40.7734073073002
332,"Jardim João XXIII",13702,13883,43732,13015,13304,9738,81663,81806,468,21696,22036,43732,2913,2462,1497,2563,1757,2497,5974,7772,5464,4742,6089,44323733,3193,1014,2589,15548,16896,10689,152,447,43732,9695,100,1336,5122,360,100,1540,0,18254,0,892,2416,1840,468,263,0,548,1227,537,535,263,0,4177,13167,9697,1729,1878,13304,2614,291,15601,0,5416,10789,6577,0,0,3431,546,617,35780,0,81663,23923,21343,45265,36398,81663,5385,3448,21272,33138,4935,2109,3341,0,7548,487,81663,64,28,11,15,3014,1049,13418,0,5416,10789,7183,0,0,3431,1109,617,35780,0,81806,22896,22512,45408,36398,81806,5634,3755,17832,34170,6864,916,4276,0,8015,344,81806,118,29.5,35.5529131985731,38.6353242476905,24.4420561602488,0.347571572304034,1.02213482118357,22.6614256150276,22.6614256150276,0,0,21.2654445709807,8.72243243574201,43.8142120666642,0.755544126470984,15.7138937162718,9.87834994969359,19.370255190707,41.1094850452758,13.9234427878899,9344.44444444444,50.3887313637611,49.6112686362389
333,"Raposo Tavares",6690,6690,19965,3844,8580,4697,34489,34495,271,9692,10273,19965,1568,782,727,1231,1498,705,2467,2298,2869,3013,2807,21228235,3173,1063,3044,2764,11550,5308,343,0,19965,8973,2525,0,2953,1140,1113,0,0,16704,0,1706,1960,1810,497,0,0,919,907,807,1790,599,0,2308,13304,6946,242,1392,8580,2176,2229,8661,544,1444,7149,1612,291,0,1722,0,0,8661,0,34489,15054,10774,25829,8661,34489,3424,3841,8337,13036,2239,822,486,97,1986,222,34489,67,30,9,0,1965,2185,8838,920,1444,7149,1612,0,0,1722,0,0,8661,0,34495,15352,10483,25835,8661,34495,3499,3731,8287,13099,2263,936,622,97,1962,0,34495,106,26.5,13.8442273979464,57.8512396694215,26.5865264212372,1.71800651139494,0,37.8845428977355,37.8845428977355,0.843747281742005,0,25.4023021833048,4.67395401432341,25.1123546638059,0,15.411970949161,13.6689206110694,15.8878036563987,40.9717004758327,14.0596043075382,7367.15867158672,51.4550463310794,48.5449536689206
334,"Rio Pequeno",12117,12117,36683,8249,15381,5576,68189,68377,246,19767,16916,36683,1966,2331,1035,2198,795,3487,3599,4976,6156,3873,6266,39698969,3276,1082,2500,4200,21275,9330,291,1587,36683,4375,403,472,2618,0,0,0,0,7868,0,557,2171,1168,298,89,0,157,164,120,726,1388,0,1742,8580,10461,1371,3549,15381,1485,86,11574,0,7908,19185,7132,204,449,2254,0,24,17888,0,68189,21054,29224,50278,17912,68189,3450,6679,25891,22888,2580,1211,973,0,4276,242,68189,46,24,16,50,1717,86,12375,0,7611,19320,6536,312,341,2254,0,24,17801,0,68377,21789,28764,50553,17824,68377,3450,6679,26951,23197,2605,898,842,0,3406,349,68377,136,34,11.4494452471172,57.9968922934329,25.4341247989532,0.793282992121691,4.326254668375,19.2773027907727,19.2773027907727,0.299168487585974,0.658463975127953,38.5942014107847,10.4591649679567,26.2329701271466,0.0351962926571734,14.5353433470545,8.15909276776709,19.316849766922,40.9045061745223,17.081481885342,14911.7886178862,46.1140037619606,53.8859962380394
335,"Jardim Ester Yolanda",13398,13398,40378,7018,10114,9799,68772,68967,265,17314,23064,40378,2864,1736,2195,1494,1989,2368,4318,6022,6410,5228,5755,62682374,4678,1552,3580,7686,14024,13714,2589,2364,40378,9426,213,334,5123,713,169,443,0,16422,0,1452,1538,1812,0,0,6,1586,1144,62,2288,190,1515,3786,15381,7146,1561,1407,10114,2130,568,13679,0,4713,14080,7478,0,418,960,379,507,23860,0,68772,21091,23314,44405,24367,68772,3239,3676,21742,26913,3436,3881,1938,0,3947,0,68772,50,23,13,29,2128,568,13730,0,4859,14498,7633,0,418,960,0,507,23665,0,68967,21285,23509,44794,24173,68967,3239,4441,21931,25559,2919,3869,2029,0,4979,0,68967,115,28.75,19.0351181336371,34.7317846351974,33.9640398236664,6.41190747436723,5.85467333696567,23.8134705984994,23.8134705984994,0,0.607805502239283,31.3470598499389,11.4247077298901,34.6943523527017,0.737218635491188,16.828470949527,8.62598444697608,16.558521967408,43.7366882956065,14.2528109366487,15236.9811320755,57.1202139779088,42.8797860220912
336,"Jardim Adalgiza",14943,14943,45585,4163,10317,10310,60761,60524,467,22449,23136,45585,1520,2597,2037,3204,1577,4021,4196,6560,6009,7081,6783,53820888,3602,1181,2733,907,35269,6297,2071,1040,45585,9148,1829,500,6414,556,59,495,0,19001,0,333,448,1126,0,369,0,1575,606,758,1781,627,0,2491,10114,7484,1798,1035,10317,1915,0,19541,0,9110,11077,2715,0,0,1058,0,191,14204,951,60761,30566,15801,46367,14395,60761,4788,8433,19390,22466,1743,374,1218,0,1885,464,60761,52,25,13,15,1915,0,19332,0,8984,10757,2482,0,0,1219,0,191,14693,951,60524,30232,15409,45640,14884,60524,4967,8267,19908,22254,1718,374,1218,0,1818,0,60524,105,26.25,1.98968959087419,77.3697488208841,13.8137545245146,4.54316112756389,2.28145223209389,35.3121245535788,35.3121245535788,0,0,22.698770592979,4.46832672273333,23.3768371159132,0.314346373496157,13.5000548426017,10.4880991554239,18.0256663376111,43.1062849621586,14.8798947022047,9761.24197002141,50.7535373478118,49.2464626521882
337,"Parque Continental",8657,8657,22537,6371,15255,7465,52312,52854,226,11110,11427,22537,1162,1501,771,916,387,2336,2266,3279,1763,4382,3773,45592587,5267,2023,3988,2017,8639,7903,1722,2256,22537,16332,526,147,4122,0,305,1538,0,22970,0,359,656,737,158,158,0,819,1680,275,327,865,0,4283,10317,12523,1637,1095,15255,1572,3866,10593,0,5682,11957,7855,263,0,714,0,191,9219,401,52312,21712,21190,42902,9410,52312,3227,2783,18462,15368,1119,1353,2605,0,6287,1108,52312,45,26,13,15,2024,3127,10719,0,5682,11573,8242,0,427,714,0,191,9756,401,52854,21551,21357,42908,9946,52854,3044,2747,18072,14891,1640,1353,3222,0,6542,1343,52854,99,24.75,8.94972711541021,38.3325198562364,35.066779074411,7.6407685139992,10.0102054399432,30.6449762960697,30.6449762960697,0.502752714482337,0,37.8727634194831,15.0156751796911,17.6231075087934,0.365116990365499,15.2371655499845,5.78160358521542,20.4197541820118,41.8156808803301,16.7413586546568,9972.12389380531,50.7032879265208,49.2967120734792
338,"Jaguaré",10529,10529,31544,6387,21707,5196,71443,71115,430,14515,17029,31544,1694,847,1724,1825,1137,3094,2752,4891,5110,2891,5578,38847835,3690,1232,2600,11718,9240,8034,1167,1385,31544,4176,646,956,4814,0,232,232,0,11055,0,829,294,2114,399,501,257,884,1712,416,1048,1225,0,5577,15255,20054,430,1222,21707,5466,2963,16421,0,1334,12207,5372,0,240,2494,0,3103,21664,179,71443,26184,20491,46676,24767,71443,9238,4314,27978,20475,1494,1883,2298,639,2570,555,71443,74,35,15,44,5357,3218,15181,0,1421,12819,5383,372,132,2494,0,3103,21457,179,71115,25178,21377,46556,24560,71115,9445,4096,26146,21757,903,1992,2480,639,3077,580,71115,168,42,37.1481105757038,29.2924169414152,25.4691858990616,3.69959421760081,4.39069236621862,34.7829738392845,34.7829738392845,0,0.335932141707375,24.6056296628081,7.51928110521675,30.3234746581191,4.34332264882494,13.5207963479584,9.39005833121988,18.5328430129343,40.8698960182602,17.6832361146335,7335.81395348837,53.9849099670302,46.0150900329698
339,"Cidade Universitária",0,0,0,54277,26885,0,89704,89645,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8994,760,740,5660,0,460,0,0,16614,0,536,4224,3806,2395,2578,0,0,1244,698,1464,783,0,3979,21707,26885,0,0,26885,17113,4255,22481,2023,521,27467,3913,416,1289,1434,0,2169,6620,0,89704,46395,34520,80914,8789,89704,823,1271,28607,44640,1198,2904,2566,0,5245,2450,89704,78,39,17,34,19504,3726,21881,351,521,27193,4303,237,1094,1588,0,2169,7078,0,89645,45984,34415,80398,9247,89645,788,1415,30170,47555,286,2784,1374,0,4405,868,89645,168,42,NA,NA,NA,NA,NA,48.8818781771158,48.8818781771158,0.463747436011772,1.43694818514225,34.9817176491572,4.36212431998573,7.37982698653349,2.41795237670561,NA,NA,NA,NA,NA,0,NA,NA
340,"Butantã",2847,3066,7738,1836,13603,3096,39506,39510,207,3515,4223,7738,394,63,188,436,119,497,728,1252,738,1381,1943,27423547,8945,3544,6000,339,1736,1908,1354,2401,7738,0,0,0,0,0,0,0,0,0,0,245,258,1091,0,291,0,0,660,1698,18023,846,1804,1969,26885,12381,854,367,13603,7080,143,8946,294,426,14062,2565,385,638,613,0,656,3360,337,39506,16890,18600,35489,4017,39506,3790,833,14925,7076,3933,1103,2241,15,4873,718,39506,73,30,10,16,6726,0,9401,315,394,14195,2442,453,602,613,0,656,3377,337,39510,16836,18641,35477,4033,39510,3822,799,14907,6443,3388,1131,2299,15,5761,946,39510,129,32.25,4.38097699663996,22.4347376583096,24.6575342465753,17.4980615146033,31.0286895838718,40.9279603098264,40.9279603098264,0.974535513592872,1.61494456538247,42.0872778818407,6.49268465549537,8.50503720953779,1.66050726471928,8.33548720599638,7.17239596795037,15.830964073404,43.5642284828121,25.1098475058155,3738.16425120773,54.5748255363143,45.4251744636857
