zona,nomeZona,domicilios,familias,populacao,matriEscolar,empregos,autoParticular,viagProduz,viagAtraid,areaZona,popMasc,popFem,popTotal,renTotalZona,renMedFam,renPerCap,renMedianFam,rendF1,rendF2,rendF3,rendF4,rendF5,rendTotal,res_assCom,res_assSem,res_funPublico,res_autonomo,res_empregador,res_profLiberal,res_negFamiliar,res_trabFamiliar,res_total,emp_agro,emp_constCivil,emp_indus,emp_comercio,emp_transCarg,emp_transPass,emp_financeiro,emp_servPessoais,emp_alimenta,emp_saude,emp_educa,emp_especializ,emp_admPubli,emp_outros,emp_total,emp_foraRes,emp_dentrRes,emp_semEnd,emp_total,vp_metro,vp_trem,vp_bus,vp_fretado,vp_escolar,vp_dirigindoAuto,vp_passAuto,vp_taxiCom,vp_taxiNCom,vp_dirigindoMoto,vp_passMoto,vp_bike,vp_pe,vp_outros,vp_total,vt_coletivo,vt_individual,vt_motorizado,vt_naoMotorizado,vt_total,mo_traIndus,mo_trabCome,mo_trabServ,mo_educacao,mo_compras,mo_saude,mo_lazer,mo_procEmp,mo_assunPesso,mo_refeicao,mo_total,tmv_coletivo,tmv_individual,tmv_pe,tmv_bike,vtra_metro,vtra_trem,vtra_bus,vtra_fretado,vtra_escolar,vtra_dirigAuto,vtra_passAuto,vtra_taxiCon,vtra_taxiNCon,vtra_dirigMoto,vtra_passMoto,vtra_bike,vtra_pe,vtra_outros,vtra_total,vtra_coletivo,vtra_individual,vtra_motorizado,vtra_naoMotorizado,vtra_total,vtra_trabIndus,vtra_trabCome,vtra_trabServ,vtra_educacao,vtra_compras,vtra_saude,vtra_lazer,vtra_procEmpr,vtra_assunPesso,vtra_refeicao,vtra_total
175,Estação Eng. Goulart,9796,9796,31792,3691,10075,4999,60535,60150,193,14529,17263,31792,29947763,3057,942,2589,7525,13591,9800,876,0,31792,13095,782,1301,6702,617,971,644,0,24111,0,1449,1793,1204,644,0,0,559,0,0,870,971,0,2616,10106,3911,2670,3494,10075,4549,297,9898,0,3803,8242,5891,46,236,736,433,0,25072,1332,60535,18548,16916,35463,25072,60535,8598,3553,9249,19050,5074,3244,6049,230,5248,241,60535,48,20,12,0,3467,663,10258,0,4174,8546,6234,0,297,495,247,0,24742,1028,60150,18561,16847,35408,24742,60150,8845,3251,7570,19869,6155,2989,6049,230,5192,0,60150
176,Cangaíba,15645,15645,46828,8936,18677,9847,58384,58503,334,22610,24218,46828,53905988,3446,1151,3044,6446,24306,13290,2786,0,46828,5517,1177,218,5649,0,0,1547,268,14376,0,1463,1721,2772,291,268,0,421,534,0,0,275,0,2330,10075,6398,8968,3311,18677,6459,249,6769,0,5617,11745,7596,0,0,775,0,0,19174,0,58384,19094,20116,39210,19174,58384,2164,4344,14288,24599,2051,7207,1098,0,2633,0,58384,49,24,14,0,6459,249,6599,0,5395,11878,7348,0,62,775,186,0,19552,0,58503,18702,20249,38951,19552,58503,2164,3761,14356,25413,1792,7207,1098,0,2470,241,58503
177,Parque Ecológico do Tietê,3023,3249,10184,538,1894,1260,14347,13932,531,5131,5053,10184,7029017,2163,690,2152,3848,5728,608,0,0,10184,6221,347,1197,8803,491,601,400,4367,22427,0,799,6198,3547,201,465,0,0,1480,196,1238,249,0,4303,18677,741,261,892,1894,820,334,3160,95,463,2700,962,0,62,167,0,251,5290,46,14347,4871,3936,8807,5540,14347,2284,2097,2536,3830,831,658,468,48,1595,0,14347,47,27,10,26,864,0,2790,95,498,2700,1043,91,30,408,0,251,5117,46,13932,4247,4318,8565,5367,13932,1744,2133,2407,3776,753,591,526,48,1955,0,13932
178,USP Leste I,0,0,0,2954,1289,0,3889,3949,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2272,255,40,1367,84,0,356,0,4374,0,294,242,489,40,355,0,0,164,40,0,105,0,164,1894,1289,0,0,1289,1016,100,891,0,0,616,0,0,0,0,0,0,1266,0,3889,2007,616,2623,1266,3889,308,0,1433,2007,0,0,0,0,141,0,3889,72,102,15,0,572,274,1220,0,0,616,0,0,0,0,0,0,1266,0,3949,2066,616,2682,1266,3949,0,0,1231,2718,0,0,0,0,0,0,3949
179,USP Leste II,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Ermelino Matarazzo,22958,23550,71109,11591,14445,17403,120369,119763,449,32728,38381,71109,74811502,3177,1052,2500,10078,40365,18778,1772,116,71109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932,3380,3133,14445,8841,628,22571,630,5553,19698,4308,0,0,1000,0,1510,55631,0,120369,38224,25005,63229,57141,120369,8517,9418,29061,53181,5061,5116,5909,0,4012,95,120369,57,27,13,17,10038,1404,20161,630,5553,19616,4220,0,0,1000,0,1510,55631,0,119763,37787,24836,62623,57141,119763,7902,8611,27077,55283,5061,6134,6446,0,3155,95,119763
181,Parque Buturussu,15110,15575,46600,12626,12719,9224,79906,82542,372,24152,22448,46600,49148287,3156,1055,2500,10809,20286,9158,5522,825,46600,19688,1647,843,8778,482,914,1919,0,34271,0,2391,1558,3561,0,801,0,1521,964,0,408,219,0,3021,14445,9495,1862,1362,12719,5711,711,13974,247,4939,15118,12378,0,0,0,0,188,26640,0,79906,25582,27496,53078,26828,79906,1581,5853,20460,34430,2498,7924,2465,80,4511,105,79906,54,21,17,15,6868,711,15326,247,4939,15286,10918,0,0,23,0,188,26417,1618,82542,28092,27845,55936,26606,82542,1581,5853,20858,35986,2118,8464,2222,80,5276,105,82542
182,Ponte Rasa,15499,15499,46946,9526,17054,11945,63922,65454,365,21035,25911,46946,56148793,3623,1196,3391,4524,18736,17651,3584,2450,46946,12500,395,336,4967,732,0,786,80,19795,0,215,424,2423,172,245,58,646,793,2997,1168,92,144,3342,12719,9664,5461,1929,17054,6429,0,15948,0,3255,10172,2881,0,977,222,0,1057,22982,0,63922,25632,14252,39884,24039,63922,4061,8456,15734,21980,3998,1305,173,230,7063,921,63922,47,29,13,43,6852,0,14901,0,3255,11129,3048,0,977,222,0,1057,24014,0,65454,25008,15375,40383,25071,65454,4061,8889,16324,21695,3998,1305,1157,230,6607,1189,65454
183,Burgo Paulista,13918,13918,43659,12608,7808,8787,68115,67707,292,20260,23399,43659,43291934,3110,992,2589,5465,25253,11984,956,0,43659,6631,1270,1270,6340,0,580,2226,0,18318,0,242,1988,5566,875,418,418,600,2000,0,869,625,328,3125,17054,3315,1758,2735,7808,9421,1622,13806,303,3731,12624,6195,0,1347,0,0,1948,17118,0,68115,28884,20165,49049,19066,68115,4177,2856,14759,30750,2025,1133,5000,0,7414,0,68115,60,20,14,5,10346,1622,11747,303,3731,11868,7644,0,1347,0,0,1948,17152,0,67707,27749,20859,48607,19100,67707,4177,2765,14964,30138,2396,1047,5375,0,6844,0,67707
184,Limoeiro,7929,8241,24724,2912,4977,4528,42955,42912,143,12317,12407,24724,25196707,3057,1019,2453,6049,12425,5256,994,0,24724,10187,296,1727,5902,0,0,789,0,18901,0,296,63,1722,0,625,0,740,185,556,730,0,859,2031,7808,3011,1194,772,4977,4406,0,3894,0,2030,7814,2690,0,370,185,0,133,21431,0,42955,10330,11060,21391,21565,42955,5448,4386,7871,15090,2414,967,3453,0,2478,848,42955,60,23,11,10,4211,0,4540,0,2030,7655,2544,0,551,185,0,133,21061,0,42912,10782,10936,21718,21194,42912,4745,5068,7598,15671,1946,984,3909,0,2478,514,42912
185,Laranja da China,9672,9672,29129,4836,5015,4831,29802,29892,132,15321,13808,29129,19764933,2044,679,1900,14237,13233,1660,0,0,29129,5358,972,326,2790,0,0,471,0,9917,0,423,700,1834,0,0,0,0,141,0,285,0,0,1594,4977,2673,1075,1267,5015,2806,193,6355,0,2068,4264,2195,234,0,0,0,0,11688,0,29802,11421,6693,18114,11688,29802,1153,3196,8004,14392,917,759,0,319,1062,0,29802,52,34,11,0,2806,193,7345,0,2068,4264,1295,234,0,0,0,0,11688,0,29892,12411,5793,18204,11688,29892,1153,3196,8828,13993,917,759,0,319,726,0,29892
186,Pedro José Nunes,3860,4195,11747,2426,2654,2730,17714,17385,86,5472,6275,11747,15482713,3690,1318,3000,1701,6806,2604,206,430,11747,5339,296,206,3183,0,0,145,0,9169,0,704,0,1360,310,206,0,0,269,323,0,0,0,1843,5015,1672,435,547,2654,1618,0,4342,97,2743,1421,1780,0,73,107,0,0,5532,0,17714,8801,3381,12182,5532,17714,717,1060,4694,6692,806,35,2345,230,1134,0,17714,57,29,12,0,1417,0,4668,97,2743,1421,1131,0,171,107,0,0,5532,97,17385,8927,2927,11853,5532,17385,717,1060,4359,6975,1098,35,1945,177,1020,0,17385
187,Parque Cruzeiro do Sul,15290,15290,48263,8887,9959,6777,62944,63153,250,22293,25970,48263,36903075,2414,765,2453,15931,26346,5986,0,0,48263,3250,579,0,1100,133,158,0,0,5220,0,0,0,855,86,874,0,86,129,86,0,0,0,538,2654,4788,2331,2840,9959,5288,3183,11289,342,2748,7825,1929,0,0,1894,0,1329,26774,342,62944,22851,11991,34841,28103,62944,6838,6936,12382,27839,2495,2886,779,141,2649,0,62944,70,24,12,13,5236,3432,10886,342,2748,7930,2017,0,0,1894,0,1329,26996,342,63153,22645,12183,34828,28325,63153,6838,6704,12653,27827,2495,2886,978,141,2630,0,63153
188,Vila Jacuí,10432,10432,31082,30034,8299,6965,76950,77160,212,13500,17582,31082,28523895,2734,918,1987,13016,10573,5240,1067,1185,31082,11572,1554,676,6035,186,0,1573,0,21596,0,2396,1130,2749,302,649,0,579,0,0,189,0,0,1965,9959,5113,1258,1929,8299,4957,2373,21991,0,3953,14102,5510,0,810,338,0,158,22758,0,76950,33273,20760,54034,22916,76950,2274,2777,11352,45212,1591,1676,7198,0,4578,291,76950,49,25,14,60,6054,2217,20435,0,3953,14395,6110,0,810,0,0,158,23028,0,77160,32659,21315,53974,23186,77160,2567,1964,11718,45664,2330,1590,6939,0,4071,318,77160
189,Parada XV,16044,16044,48725,13114,10694,8411,90505,91951,324,27394,21331,48725,45770536,2853,939,2589,8689,33462,4276,508,1790,48725,4344,564,1704,3082,0,258,897,0,10850,0,609,1075,1094,70,525,0,357,1103,1255,709,0,0,1502,8299,7157,701,2836,10694,8161,4520,17625,0,1001,14044,13869,0,0,0,0,0,31285,0,90505,31307,27913,59220,31285,90505,4111,2854,19112,35310,4278,4834,2812,1117,15363,715,90505,57,17,13,0,9720,4374,16719,0,1001,14313,14312,0,0,0,0,0,31511,0,91951,31814,28626,60440,31511,91951,4111,2323,20135,36021,4269,4834,3312,1117,15463,366,91951
190,Itaquera,10820,10820,33748,13850,15390,8099,84631,83667,283,16166,17582,33748,39790970,3678,1179,3213,4093,17423,9990,1029,1212,33748,11232,528,2000,4363,0,0,0,0,18123,0,691,0,804,238,376,0,371,900,1925,1253,0,281,3855,10694,14155,805,430,15390,5961,2730,24708,0,6259,13576,8510,0,0,1502,296,0,20216,872,84631,39658,24756,64415,20216,84631,6157,5900,22262,26960,3177,5045,4382,1375,8834,538,84631,48,27,15,0,7403,2730,21845,0,6237,12425,9597,0,102,1502,0,0,20954,872,83667,38215,24497,62713,20954,83667,5334,6314,21768,26690,3020,4985,4328,1375,9241,611,83667
191,Arena Corinthians,0,0,0,3030,8687,0,28462,28375,140,0,0,0,0,0,0,0,0,0,0,0,0,0,11247,224,826,2435,305,92,215,0,15344,0,532,2623,2105,322,215,0,215,1415,1561,1059,312,785,4246,15390,8579,0,108,8687,7268,2733,10574,0,0,6382,319,0,0,184,0,0,1001,0,28462,20575,6885,27460,1001,28462,1440,2996,7070,2309,2013,280,3817,1283,7198,56,28462,52,46,16,0,9089,2318,8898,0,0,6065,246,0,0,184,0,0,1575,0,28375,20305,6496,26800,1575,28375,1496,3615,6602,2242,1852,280,3786,1264,7239,0,28375
192,Vila Campanela,11982,12491,38953,7253,9378,9074,51718,51557,231,17468,21485,38953,45752496,3663,1175,3580,2831,21301,13566,748,507,38953,0,0,0,0,0,0,0,0,0,0,0,50,3234,0,1048,786,0,97,0,0,513,1070,1890,8687,5068,951,3359,9378,7771,1140,5182,0,4483,6231,2947,73,102,757,0,0,22709,324,51718,18576,10433,29009,22709,51718,1243,4496,12224,24326,3060,1443,3318,0,1608,0,51718,54,28,12,0,7832,1043,5479,0,4802,6063,2112,73,318,757,0,0,22754,324,51557,19155,9647,28803,22754,51557,1208,4424,12122,24408,3060,1443,2921,0,1591,380,51557
193,Araucárias,7568,7786,25665,3255,6585,3584,37255,37255,130,13273,12392,25665,21415773,2750,834,2000,8701,7906,7018,2040,0,25665,8391,260,1026,5190,244,0,748,0,15860,0,214,456,1029,347,200,0,372,542,0,2373,169,955,2721,9378,5362,722,502,6585,4267,0,6959,0,2515,6238,1865,0,0,0,0,691,14721,0,37255,13741,8102,21843,15412,37255,1166,2213,10791,13513,3722,2750,858,0,2164,80,37255,62,27,18,66,4267,0,6959,0,1752,6238,3059,0,0,0,0,691,14290,0,37255,12978,9296,22274,14981,37255,1166,1489,12320,13599,3779,2693,0,0,2131,80,37255
194,Parque Guarani,7687,7687,25845,7582,4852,3777,33942,34318,126,12193,13652,25845,17742547,2308,686,2150,9069,12930,3847,0,0,25845,4967,462,608,2562,0,0,133,0,8732,0,257,160,1244,0,3632,0,235,0,24,0,0,0,1034,6585,3408,1000,444,4852,3916,0,7484,0,2276,1337,1216,0,0,705,0,0,16253,754,33942,13676,4013,17689,16253,33942,856,5184,5384,18300,1623,451,0,546,968,630,33942,56,34,10,0,3248,148,8069,0,3038,1648,454,0,0,705,0,0,16253,754,34318,14504,3561,18065,16253,34318,884,5184,5812,18293,1623,451,0,425,1016,630,34318
195,Rio Verde,12109,12109,37047,6148,6255,6687,48318,48275,239,18157,18890,37047,36078981,2980,974,2300,14919,15147,3397,2422,1163,37047,3431,531,153,2824,0,106,483,0,7528,0,112,119,2029,0,665,0,54,242,0,454,348,0,829,4852,3291,1270,1694,6255,6496,581,9580,317,2520,6090,1850,0,0,1280,0,0,19545,60,48318,19493,9280,28773,19545,48318,1745,3337,14956,20886,598,1383,634,317,4389,74,48318,68,17,12,0,8002,1032,8002,580,2520,6090,1164,0,0,1280,0,0,19545,60,48275,20137,8593,28730,19545,48275,1745,3211,13290,21945,598,2157,634,317,3719,659,48275
196,Saudade,11087,11194,35990,7915,8339,4584,50956,50650,207,17225,18765,35990,29281485,2616,814,2454,5839,23855,5668,0,628,35990,9126,792,937,3961,0,189,0,0,15005,0,280,881,1083,335,53,0,268,532,189,415,0,709,1510,6255,3595,1619,3125,8339,4987,1770,11099,0,3638,4597,3482,0,0,777,0,980,19628,0,50956,21493,8855,30348,20607,50956,3189,4793,15849,18666,205,2372,1906,639,3337,0,50956,56,22,13,38,5113,2312,10466,0,3638,4259,3434,0,0,777,0,980,19672,0,50650,21528,8470,29999,20652,50650,3189,4793,15380,19207,205,1741,1529,639,3968,0,50650
197,São Miguel Paulista,7580,7686,24124,8538,7763,4276,50242,49810,303,10334,13790,24124,26124920,3399,1083,3200,5208,11759,5204,1639,314,24124,7775,1474,776,6207,0,0,913,526,17671,0,542,632,2794,298,642,0,596,211,515,174,0,0,1934,8339,6710,463,590,7763,3760,2773,9657,0,2574,10314,3004,0,0,558,333,137,16738,391,50242,18765,14602,33367,16875,50242,1867,4192,14150,22599,2338,718,1002,0,2871,507,50242,56,22,13,15,4342,2799,11074,0,2757,9668,2659,0,0,558,0,137,15086,729,49810,20972,13615,34587,15223,49810,1867,4242,13824,21818,2784,623,1096,0,3204,351,49810
198,Cidade Nitro0Operária,9489,9489,29485,11234,23934,5557,101522,101799,358,14567,14918,29485,32395487,3414,1099,2589,4765,17493,6127,434,666,29485,7425,723,865,1936,0,0,167,0,11117,0,213,556,1481,40,1572,0,345,378,89,475,342,593,1681,7763,22286,516,1131,23934,5590,4801,33174,246,2709,17612,8007,0,129,1213,0,137,26504,1398,101522,46521,28360,74880,26642,101522,2228,11291,34848,24732,8955,6669,1431,318,9626,1423,101522,51,22,12,15,6201,5419,32129,246,2709,17714,7899,0,129,1213,0,137,26943,1060,101799,46703,28016,74719,27080,101799,2186,11281,32096,26588,9253,6146,1947,0,10880,1423,101799
199,Jardim Helena,30922,31605,101750,22636,20669,20326,165444,163571,685,48298,53452,101750,90359903,2859,888,2280,29921,44129,22457,1824,3418,101750,8720,1524,486,4093,0,0,127,0,14950,0,217,829,6677,719,1166,380,258,1382,4479,2163,1145,902,3616,23934,14772,2402,3496,20669,8622,5642,17290,0,6754,16791,15628,0,2218,1441,0,7516,82860,682,165444,38308,36760,75068,90376,165444,29665,11337,38233,64724,4591,5128,6019,1531,3991,225,165444,56,19,8,10,8323,5642,16485,0,7974,16791,17569,0,998,1441,0,6041,82307,0,163571,38425,36799,75223,88348,163571,29701,11634,36560,64186,3909,5128,6023,1531,4673,225,163571
200,Jardim Romano,10206,10402,33296,5687,9162,6295,52723,52682,231,16435,16861,33296,28123781,2704,845,2454,8477,16081,7600,1137,0,33296,18476,3111,2066,7378,407,0,5317,933,37688,0,543,5317,3020,0,648,548,0,2884,0,1479,794,0,5437,20669,4858,1334,2970,9162,4405,3286,5380,0,565,5934,3620,0,0,1051,109,1270,27102,0,52723,13636,10715,24351,28373,52723,3613,4088,10276,20186,2373,2404,2669,435,6679,0,52723,73,29,11,16,4708,3341,5738,0,565,5632,3788,0,0,1051,109,1270,26480,0,52682,14351,10580,24931,27750,52682,3597,4088,10533,19661,2832,2191,2808,461,6511,0,52682
201,Vila Curuçá,23994,23994,74667,23127,16619,11507,139756,140876,503,32866,41801,74667,67417871,2810,903,2834,19711,36506,15711,2739,0,74667,5584,1723,580,4954,192,0,595,211,13839,0,1555,96,1919,96,0,0,388,1594,402,1692,96,0,1323,9162,11301,1573,3746,16619,6591,8327,19321,603,4408,19389,11162,0,0,1541,0,1533,66548,333,139756,39250,32425,71675,68081,139756,9709,11037,24876,61201,7773,3618,13027,424,7458,633,139756,60,22,11,10,6591,7998,18480,603,5708,19992,9216,0,0,1541,0,3008,67033,705,140876,39381,31454,70835,70041,140876,9196,10557,24056,63238,7678,2412,14214,424,8468,633,140876
202,Jardim Robru,24524,24524,77630,16090,11471,14011,95190,94266,449,36245,41385,77630,67768723,2763,873,2500,12407,53048,8742,3432,0,77630,17955,3971,863,7500,0,0,0,0,30289,0,694,1636,4629,0,0,325,649,762,596,1734,0,428,5165,16619,4823,1471,5176,11471,11709,10634,15135,451,13389,13387,3139,0,0,1210,0,490,25058,589,95190,51318,18325,69642,25548,95190,3896,8308,33768,34894,953,3644,4718,1305,3705,0,95190,68,22,13,15,11671,10088,14353,451,13206,12784,4522,0,0,1210,0,490,24902,589,94266,49768,19106,68874,25392,94266,3896,8911,31810,35822,120,3644,4166,546,5351,0,94266
203,Lageado,17865,18029,57057,10532,8840,8381,70238,69979,277,25081,31976,57057,50075935,2777,878,2453,11173,35017,10458,409,0,57057,23942,2785,166,9177,41,0,425,0,36536,0,665,0,1805,0,0,0,665,1101,0,1963,0,0,5271,11471,4358,2042,2440,8840,9984,3304,12830,0,2887,5370,3250,0,485,678,0,0,31451,0,70238,29005,9783,38788,31451,70238,4402,4756,18628,31809,1955,2417,1464,0,4806,0,70238,65,34,14,0,9231,2776,14495,0,3102,4941,3306,0,0,678,0,0,31451,0,69979,29603,8925,38528,31451,69979,4385,4175,17691,33378,1955,1503,1464,0,5428,0,69979
204,Fábrica Bandeirantes,35694,36110,115079,25583,22880,15965,168827,167122,615,53111,61968,115079,78147231,2164,679,1976,51112,56446,7520,0,0,115079,14559,2568,882,3920,0,378,2283,388,24978,0,714,1995,1111,388,168,378,168,135,378,1688,0,0,1716,8840,15438,2427,5016,22880,10852,10562,27118,758,3205,12790,10068,0,5770,2872,0,3562,81268,0,168827,52496,31501,83997,84830,168827,11998,12155,38031,69643,10936,7153,10104,1641,6679,487,168827,72,21,14,8,13395,9312,24946,0,2382,12112,11467,0,5770,2872,0,3562,81302,0,167122,50036,32222,82258,84864,167122,11998,11004,36042,69965,11280,7153,9716,2949,6527,487,167122
205,Fazenda Itaim,33135,33484,107393,19520,22273,16982,146698,146132,462,49088,58305,107393,81028022,2420,754,2202,30157,67143,9414,678,0,107393,30380,1155,1155,9267,0,0,1253,0,43210,0,2354,669,2780,0,4791,0,653,2627,41,1960,1213,0,5793,22880,8631,5687,7956,22273,17752,5556,18778,769,3262,18365,8256,0,0,1153,592,907,71310,0,146698,46117,28365,74482,72217,146698,10722,14511,31580,67712,6695,1441,5894,2090,5690,363,146698,83,31,10,58,16757,6758,18462,384,3262,17980,8786,0,0,1153,976,907,70708,0,146132,45622,28895,74517,71615,146132,11073,14214,29270,66434,7114,3853,6841,2090,4548,697,146132
206,Itaim Paulista,15181,15181,45915,15804,15898,5533,101484,101054,302,16231,29684,45915,37151617,2447,809,1976,13892,25047,6976,0,0,45915,25317,3125,1357,16217,0,0,678,1003,47697,0,2557,358,7112,0,442,0,1374,0,0,2570,2289,425,5146,22273,10986,2216,2697,15898,6004,4867,18079,0,12562,17744,10206,0,0,1152,976,479,29415,0,101484,41511,30078,71589,29895,101484,5198,8076,20265,45017,5401,4073,2592,489,10374,0,101484,53,20,14,14,6100,4382,18841,0,9585,17314,12500,0,0,1152,592,479,30109,0,101054,38907,31558,70465,30588,101054,5198,8076,19362,46335,5040,4542,2430,0,10071,0,101054
207,Jardim das Oliveiras,24675,24675,79026,16946,16008,11138,130680,130223,460,42209,36817,79026,66210752,2683,838,2437,22196,42037,14793,0,0,79026,9086,636,1714,6753,0,0,0,0,18190,0,2106,869,3288,0,0,541,431,1977,37,2263,286,0,4101,15898,10207,1416,4385,16008,5067,8575,16233,924,4485,13003,8540,0,843,1121,0,158,71634,97,130680,35283,23605,58888,71792,130680,18348,11494,19273,56071,7159,9115,3717,109,5393,0,130680,64,34,15,5,5036,9926,15248,924,6161,12814,6531,0,843,1121,0,158,71461,0,130223,37294,21309,58603,71619,130223,18348,10797,21732,55147,7199,7769,3717,109,5404,0,130223
208,Vila Califórnia,14706,14706,42519,9758,28842,11270,99972,100492,340,18981,23538,42519,53627618,3647,1261,3213,9824,16452,13304,2939,0,42519,16016,2970,4892,11546,0,0,0,319,35743,0,2973,1897,1871,464,456,106,980,242,1474,2364,0,0,3183,16008,23815,1898,3129,28842,7324,2763,21744,268,4886,25656,9771,0,620,809,0,752,25377,0,99972,36985,36857,73842,26130,99972,9415,10913,30689,28643,5024,2744,4861,134,6891,658,99972,58,24,13,21,7613,3189,21542,268,4886,25808,9629,0,349,809,0,752,25646,0,100492,37498,36595,74093,26398,100492,10062,11292,32198,27310,4911,2454,5006,109,6432,719,100492
209,Vila Carrão,14211,14211,42192,9824,12920,12758,81109,80743,440,20816,21376,42192,52093948,3666,1235,3044,7060,20958,7793,6073,308,42192,11622,2928,670,4879,948,962,936,0,22945,0,2011,3364,6414,0,856,2248,856,2357,675,1770,2900,958,4434,28842,10633,1980,308,12920,7242,0,14410,0,4284,18530,12786,0,0,998,602,0,21369,888,81109,25936,33804,59740,21369,81109,7154,9703,19790,29491,2937,3497,5079,0,3457,0,81109,53,23,13,0,7283,0,14499,0,5108,18172,10406,164,1254,998,602,0,21369,888,80743,26890,32484,59374,21369,80743,6816,8966,18003,30744,2937,3243,4727,0,4842,466,80743
210,Jardim Anália Franco,11186,11186,32170,20400,20561,10226,92162,94631,334,14778,17392,32170,63184128,5649,1964,4689,754,10593,10671,7106,3046,32170,9425,1281,363,4751,1790,299,822,0,18731,0,719,4263,3607,0,0,106,181,269,15,986,1035,0,1740,12920,17552,2325,685,20561,8796,1966,17915,0,1114,24237,12338,482,3220,1555,0,1505,19035,0,92162,29791,41831,71623,20540,92162,4701,8230,28012,33143,3187,1889,4880,519,5067,2535,92162,65,23,13,20,8066,3152,20047,0,1114,24026,12572,482,3313,1555,0,1505,18801,0,94631,32378,41947,74325,20306,94631,4453,8174,28487,36120,1887,2016,6148,489,4380,2479,94631
211,Vila Formosa,20726,20726,62162,4729,20496,14894,110104,111367,417,26346,35816,62162,71629082,3456,1152,3213,11175,25555,22327,1547,1557,62162,6491,1178,874,3485,605,1770,1206,0,15608,0,1048,237,5856,150,376,0,1142,3847,1224,1383,1392,0,3905,20561,15156,3033,2307,20496,4119,0,36874,0,3229,28398,10177,371,0,2150,622,1621,22543,0,110104,44222,41718,85941,24164,110104,9292,15081,25805,33543,5662,4130,4093,0,11505,994,110104,46,20,11,23,4101,0,36875,0,3445,28454,11666,371,396,2150,622,1574,21712,0,111367,44421,43659,88081,23286,111367,10255,14927,24985,32677,6014,3755,4087,519,13275,872,111367
212,Barreira Grande,13676,13676,42022,8951,8750,4772,54320,54433,280,19373,22649,42022,35904220,2625,854,2202,12029,19515,8421,2057,0,42022,14539,1099,1866,9522,0,0,2306,0,29332,0,581,3552,5407,0,0,0,1387,2079,475,1062,734,862,4357,20496,6272,931,1546,8750,3028,0,11163,0,351,8796,5291,0,0,1609,0,0,23751,331,54320,14542,16027,30569,23751,54320,4247,3431,16342,22383,2660,1803,878,653,1922,0,54320,57,20,11,0,2975,0,11220,0,135,8574,4640,0,246,1609,0,0,24373,661,54433,14330,15730,30060,24373,54433,4251,3093,17751,21421,3811,1307,878,0,1922,0,54433
213,Aricanduva,14589,14589,44558,10422,21845,11265,86223,86003,406,18468,26090,44558,52025945,3566,1168,3044,6115,18544,17809,2090,0,44558,8374,2481,575,3303,86,0,324,0,15145,0,795,1561,813,0,841,0,0,1254,61,2054,43,0,1327,8750,17117,2518,2210,21845,4725,320,23322,0,6872,14146,9374,0,888,1705,602,0,24270,0,86223,35239,26715,61953,24270,86223,13046,12231,16169,23230,6791,3193,2701,256,6901,1704,86223,55,23,11,0,5680,320,23829,0,6872,14146,8333,0,246,1705,602,0,24270,0,86003,36701,25032,61733,24270,86003,11918,11618,17598,23001,8537,2938,3230,0,5522,1641,86003
214,Frei Mont'Alverne,8764,8764,26032,12109,12390,4739,51074,52448,225,11261,14771,26032,23635239,2697,908,2453,8704,9078,7633,616,0,26032,11467,1466,490,7017,434,126,126,397,21523,0,994,4450,6947,310,61,531,1655,1835,350,1111,357,0,3245,21845,8981,1923,1486,12390,8366,0,10855,0,3855,7618,1926,0,0,1557,0,434,16462,0,51074,23077,11101,34178,16896,51074,4017,3373,12995,22523,1358,756,1302,0,4688,62,51074,49,25,12,20,9575,0,11285,0,3855,7618,2031,0,0,1557,0,434,16092,0,52448,24716,11206,35922,16526,52448,4141,3428,12707,23178,1178,458,2340,0,4964,53,52448
215,Vila Matilde,13295,13295,39195,8214,18172,7490,73482,74385,330,17311,21884,39195,43873794,3300,1119,2884,7403,19253,9730,2809,0,39195,6891,724,285,4499,0,178,110,285,12972,0,504,1718,1276,1428,353,265,163,387,110,599,178,278,5132,12390,14249,844,3079,18172,7931,0,9089,456,3550,21177,8785,173,193,1465,0,0,20290,372,73482,21026,32166,53191,20290,73482,2307,6326,23413,26040,1899,4866,4178,0,4319,135,73482,49,19,13,0,8132,0,9705,456,3196,21063,9363,6,193,1803,0,0,20468,0,74385,21489,32428,53918,20468,74385,1200,5928,24420,27773,1882,4880,3797,0,4370,135,74385
